name;address;zip;city;y;x;region
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALCASSER;ENRIC VALOR, S/N 46290 ALCASSER;46290;ALCASSER;-0.440114499;39.36897004;Horta Sud
CONSULTORIO AUXILIAR DE ALCOCER DE PLANES;SAN BLAI, 3 3841 ALCOCER DE PLANES;3841;ALCOCER DE PLANES;-0.401613119;38.79582;El Comtat
CONSULTORIO AUXILIAR DE ALCOLEJA;SANT ANTONI, 3 3814 ALCOLEJA;3814;ALCOLEJA;-0.330921142;38.67466657;El Comtat
CENTRO DE SALUD DE L'ALCORA;C/ EXMA. DIPUTACIÓN, S/N 12110 ALCORA (L');12110;ALCORA (L');-0.201246347;40.057365;L'Alcalatén
CONSULTORIO AUXILIAR DE L'ALCORA LA FOYA;EL SOL, S/N 12121 ALCORA (L');12121;ALCORA (L');-0.208617984;40.10368212;L'Alcalatén
UNIDAD BASICA DE REHABILITACION DEL C.S. DE L'ALCORA;EXMA. DIPUTACION, S/N 12110 ALCORA (L');12110;ALCORA (L');-0.201246347;40.057365;L'Alcalatén
UNIDAD DE ODONTOLOGÍA DE ALCORA;EXMA. DIPUTACION, S/N 12110 ALCORA (L');12110;ALCORA (L');-0.201246347;40.057365;L'Alcalatén
HOSPITAL VIRGEN DE LOS LIRIOS;POLIGONO DE CARAMANXEL, S/N 3804 ALCOY/ALCOI;3804;ALCOY/ALCOI;-0.471557186;38.70549626;L'Alcoià
CENTRO DE ESPECIALIDADES DE ALCOI / ALCOY;ALCOLEJA, 3 3804 ALCOY/ALCOI;3804;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
CENTRO DE SALUD DE ALCOI / ALCOY LA BASSA;C/LUIS VIVES, S/N 3804 ALCOY/ALCOI;3804;ALCOY/ALCOI;-0.46870945;38.70779638;L'Alcoià
CENTRO DE SALUD DE ALCOI / ALCOY LA FABRICA;ALCOLEJA, 3 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
CENTRO DE SALUD DE ALCOI / ALCOY PLAÇA DE DINS;PLAÇA D'ESPANYA, 2 3801 ALCOY/ALCOI;3801;ALCOY/ALCOI;-0.473030023;38.69837;L'Alcoià
CONSULTORIO AUXILIAR DE ALCOI / ALCOY BATOY;OLIVAR, 34 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.493629975;38.68864;L'Alcoià
CONSULTORIO AUXILIAR DE LA ZONA ALTA DE ALCOI/ALCOY;MUSICO GONZALO BLANES, 9 3801 ALCOY/ALCOI;3801;ALCOY/ALCOI;-0.4748616;38.69131713;L'Alcoià
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE ALCOI / ALCOY LA FABRICA;ALCOLEJA, 3 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
UNIDAD DE ODONTOLOGIA DE MURO DE ALCOI;DENTELL, S/N 3830 ALCOY/ALCOI;3830;ALCOY/ALCOI;-0.47052;38.70915;L'Alcoià
UNIDAD DE ODONTOLOGIA DE ALCOI / ALCOY LA FABRICA;ALCOLEJA, 3 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
UNIDAD DE ODONTOLOGIA DE ALCOI / ALCOY LA BASSA;LUIS VIVES, S/N 3804 ALCOY/ALCOI;3804;ALCOY/ALCOI;-0.46870945;38.70779638;L'Alcoià
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALCOI / ALCOY;PLAZA DE ESPAÑA, 2 3801 ALCOY/ALCOI;3801;ALCOY/ALCOI;-0.473030023;38.69837;L'Alcoià
CENTRO DE SALUD MENTAL INFANTIL DE ALCOY / ALCOI;ALCOLEJA, 3, S/N 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
CENTRO DE SALUD MENTAL DE ALCOI / ALCOY;ALCOLEJA, 4 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481219981;38.69661999;L'Alcoià
CENTRO DE ALCOHOLOGIA DE ALCOI / ALCOY;PLAÇA D'ESPANYA, 2 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.473030023;38.69837;L'Alcoià
CENTRO DE CONDUCTAS ADICTIVAS DE ALCOI / ALCOY;ALAMEDA, 41 3803 ALCOY/ALCOI;3803;ALCOY/ALCOI;-0.478389999;38.70118;L'Alcoià
CENTRO DE PREVENCION DE CANCER DE MAMA DE ALCOI / ALCOY;ALCOLEJA, 3 3802 ALCOY/ALCOI;3802;ALCOY/ALCOI;-0.481100036;38.69681001;L'Alcoià
CONSULTORIO AUXILIAR DE ALCUBLAS;AV. LLIRIA, 3 46172 ALCUBLAS;46172;ALCUBLAS;-0.701672079;39.79572746;Els serrans
CENTRO DE SALUD DE L'ALCUDIA;ESQ. BOLLENE CON MAGUNCIA, S/N 46250 ALCUDIA (L');46250;ALCUDIA (L');-0.502089914;39.19927002;Ribera Alta
UNIDAD BASICA DE REHABILITACION DEL C.S. DE L'ALCUDIA;CRUCE BOLLENE CON MAGUNCIA, S/N 46000 ALCUDIA (L');46000;ALCUDIA (L');-0.502089914;39.19927002;Ribera Alta
CENTRO DE SALUD DE L'ALCUDIA DE CRESPINS;AV. CORTS ValènciaNES, S/N 46690 ALCUDIA DE CRESPINS (L');46690;ALCUDIA DE CRESPINS (L');-0.598109946;38.97006612;La Costera
CONSULTORIO AUXILIAR DE VEO;ENMEDIO, S/N 12222 ALCUDIA DE VEO;12222;ALCUDIA DE VEO;-0.34003085;39.91857259;Plana Baixa
CONSULTORIO AUXILIAR DE ALCUDIA DE VEO;FUENTE, 5 12222 ALCUDIA DE VEO;12222;ALCUDIA DE VEO;-0.355244108;39.91622319;Plana Baixa
CENTRO DE ESPECIALIDADES DE ALDAIA;3 D'ABRIL, 1 46960 ALDAIA;46960;ALDAIA;-0.467250031;39.46279002;Horta Sud
CENTRO DE SALUD DE ALDAIA;PZ. ANTIC REGNE DE València, S/N 46960 ALDAIA;46960;ALDAIA;-0.467209881;39.46229425;Horta Sud
CENTRO DE SALUD DE ALDAIA BARRIO DEL CRISTO;C/ PUIG CAMPANA, S/N 46960 ALDAIA;46960;ALDAIA;-0.465614853;39.47394457;Horta Sud
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE ALDAIA BARRIO DEL CRISTO;PUIG CAMPANA, S/N 46960 ALDAIA;46960;ALDAIA;-0.465614853;39.47394457;Horta Sud
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALDAIA BARRIO DEL CRISTO;C/ LA UNION, 4 46960 ALDAIA;46960;ALDAIA;-0.46000002;39.47630001;Horta Sud
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALDAIA;C/ ANTIC REGNE València, S/N 46960 ALDAIA;46960;ALDAIA;-0.467209881;39.46229425;Horta Sud
CENTRO DE SALUD MENTAL DE ALDAIA;TRES DE ABRIL., S/N 46960 ALDAIA;46960;ALDAIA;-0.46732991;39.46285005;Horta Sud
CENTRO DE SALUD DE ALFAFAR;C/ DELS FURS, 23 46910 ALFAFAR;46910;ALFAFAR;-0.391860008;39.42378999;Horta Sud
CONSULTORIO AUXILIAR DE ALFAFAR PARQUE ALCOSA;PZA POETA MIGUEL HERNANDEZ, S/N 46910 ALFAFAR;46910;ALFAFAR;-0.399701516;39.4180244;Horta Sud
UNIDAD BASICA DE REHABILITACION DEL C.S. DE ALFAFAR;DELS FURS, 23 46910 ALFAFAR;46910;ALFAFAR;-0.391860008;39.42378999;Horta Sud
UNIDAD BASICA DE REHABILITACION DEL C.A. DE ALFAFAR-PARQUE ALCOSA;PZA. POETA MIGUEL HERNANDEZ, S/N 46910 ALFAFAR;46910;ALFAFAR;-0.399701516;39.4180244;Horta Sud
UNIDAD DE ODONTOLOGIA DE ALFAFAR;DELS FURS, 23 46910 ALFAFAR;46910;ALFAFAR;-0.391860008;39.42378999;Horta Sud
CONSULTORIO AUXILIAR DE ALFAFARA;MAESTRO NAVARRO, 2 3838 ALFAFARA;3838;ALFAFARA;-0.555652158;38.77301614;El Comtat
CONSULTORIO AUXILIAR DE ALFARA DE LA BARONIA;PINTOR OLIET, S/N 46594 ALFARA DE LA BARONIA;46594;ALFARA DE LA BARONIA;-0.355855175;39.76149477;Camp de Morvedre
CONSULTORIO AUXILIAR DE ALFARA DEL PATRIARCA;SAN JUAN RIBERA, S/N 46115 ALFARA DEL PATRIARCA;46115;ALFARA DEL PATRIARCA;-0.385073984;39.54398547;Horta Nord
CONSULTORIO AUXILIAR DE ALFARP;NUEVA, 40 46197 ALFARP;46197;ALFARP;-0.559739974;39.27533999;Ribera Alta
CONSULTORIO AUXILIAR DE ALFARRASI DR. RAMON GARCIA-NOBLEJAS DAVILA;LEPANTO, 2 46893 ALFARRASI;46893;ALFARRASI;-0.496379994;38.90536999;La Vall d'Albaida
CENTRO DE SALUD DE L'ALFAS DEL PI;C/ PRINCIPES DE ESPAÑA, 6 3580 ALFAS DEL PI (L');3580;ALFAS DEL PI (L');-0.100289974;38.57844999;La Marina Baixa
CONSULTORIO AUXILIAR DE L'ALFAS DEL PI L'ALBIR;SANT PERE, 13 3580 ALFAS DEL PI (L');3580;ALFAS DEL PI (L');-0.078559974;38.57181999;La Marina Baixa
UNIDAD BASICA DE REHABILITACION DEL C.S. DE L'ALFAS DEL PI;PRINCIPES DE ESPAÑA, S/N 3580 ALFAS DEL PI (L');3580;ALFAS DEL PI (L');-0.100248504;38.57859828;La Marina Baixa
UNIDAD DE ODONTOLOGIA ALFAZ;PRINCIPES DE ESPAÑA, S/N 3590 ALFAS DEL PI (L');3590;ALFAS DEL PI (L');-0.100248504;38.57859828;La Marina Baixa
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE L'ALFAS DEL PI;C/ PRINCIPES DE ESPAÑA, S/N 3580 ALFAS DEL PI (L');3580;ALFAS DEL PI (L');-0.100248504;38.57859828;La Marina Baixa
CENTRO DE SALUD MENTAL DE L'ALFAS DEL PI;PRINCIPES DE ESPAÑA, S/N 3580 ALFAS DEL PI (L');3580;ALFAS DEL PI (L');-0.100248504;38.57859828;La Marina Baixa
CONSULTORIO AUXILIAR DE ALFAUIR;GANDIA, 7 46725 ALFAUIR;46725;ALFAUIR;-0.251899995;38.92886002;La Safor
CONSULTORIO AUXILIAR DE ALFONDEGUILLA;ACEQUIA, 18 12609 ALFONDEGUILLA;12609;ALFONDEGUILLA;-0.26798998;39.83803001;Plana Baixa
CONSULTORIO AUXILIAR DE ALGAR DE PALANCIA;PLAZA CASTELLÓN, S/N 46593 ALGAR DE PALANCIA;46593;ALGAR DE PALANCIA;-0.367303495;39.78381;Camp de Morvedre
CENTRO DE SALUD DE ALGEMESI;CRUCE STA.TERESA-POLINYA, S/N 46680 ALGEMESI;46680;ALGEMESI;-0.436035383;39.19554878;Ribera Alta
CONSULTORIO AUXILIAR DE ALGEMESI;PARQUE SALV.CASTELL, 6 46680 ALGEMESI;46680;ALGEMESI;-0.421455;39.21161181;Ribera Alta
UNIDAD BASICA DE REHABILITACION DEL C.S. DE ALGEMESI;CRUCE SANTA TERESA CON POLINYA, S/N 46000 ALGEMESI;46000;ALGEMESI;-0.437689908;39.19587003;Ribera Alta
UNIDAD DE ODONTOLOGIA DE ALGEMESI;PARQUE SALVADOR CASTELL, 6 46680 ALGEMESI;46680;ALGEMESI;-0.438760026;39.18703999;Ribera Alta
CONSULTORIO AUXILIAR DE ALGIMIA D'ALFARA;GLORIETA, 2 46148 ALGIMIA D'ALFARA;46148;ALGIMIA D'ALFARA;-0.363460025;39.75091002;Camp de Morvedre
CONSULTORIO AUXILIAR DE ALGIMIA DE ALMONACID;PZA. AYUNTAMIENTO, 23 12414 ALGIMIA DE ALMONACID;12414;ALGIMIA DE ALMONACID;-0.441889996;39.91419;Alt Palància
CENTRO DE SALUD DE ALGINET;CRUCE MAESTRO SERRANO CON MAYOR, 77 46230 ALGINET;46230;ALGINET;-0.471479874;39.25885006;Ribera Alta
UNIDAD BASICA DE REHABILITACION DEL C.S. DE ALGINET;CRUCE MAESTRO SERRANO-MAYOR, S/N 46000 ALGINET;46000;ALGINET;-0.470238695;39.25848256;Ribera Alta
UNIDAD DE ODONTOLOGIA DE ALGINET;CRUCE MAESTRO SERRANO CON MAYOR, S/N 46230 ALGINET;46230;ALGINET;-0.471479874;39.25885006;Ribera Alta
CONSULTORIO AUXILIAR DE ALGORFA;C/ SAN JOSE, S/N 3169 ALGORFA;3169;ALGORFA;-0.795148087;38.08640005;Baix Segura
CONSULTORIO AUXILIAR DE ALGUEÑA;C/ RUPERTO CHAPI, 7 3668 ALGUEÑA;3668;ALGUEÑA;-1.005209964;38.33900001;Vinalopó Mitjà
CENTRO DE ESPECIALIDADES DE ALACANT / ALICANTE C/GERONA;GERONA, 24 3001 ALICANTE/ALACANT;3001;ALICANTE/ALACANT;-0.486869971;38.34411;L'Alacantí
CENTRO DE SALUD DE ALACANT / ALICANTE CABO HUERTAS;C/ ARPON, S/N 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.431340196;38.36078825;L'Alacantí
CENTRO DE SALUD DE ALACANT / ALICANTE JUAN XXIII;CRONISTA VTE. MARTINEZ MORELLA, S/N 3015 ALICANTE/ALACANT;3015;ALICANTE/ALACANT;-0.478456449;38.37337311;L'Alacantí
CENTRO DE SALUD DE ALACANT / ALICANTE HOSPITAL PROVINCIAL;C/ DR. SAPENA, S/N 3013 ALICANTE/ALACANT;3013;ALICANTE/ALACANT;-0.477344759;38.35368682;L'Alacantí
CENTRO DE SALUD DE ALACANT / ALICANTE SANTA FAZ;PZA.SANTISIMA FAZ, 7 3002 ALICANTE/ALACANT;3002;ALICANTE/ALACANT;-0.481270021;38.34563001;L'Alacantí
CENTRO DE SALUD DE ALACANT / ALICANTE C/GERONA;C/GERONA, 24 3001 ALICANTE/ALACANT;3001;ALICANTE/ALACANT;-0.486869971;38.34411;L'Alacantí
CONSULTORIO AUXILIAR DE ALACANT / ALICANTE ALBUFERETA;OLIMPO, 39 3016 ALICANTE/ALACANT;3016;ALICANTE/ALACANT;-0.436586951;38.36864903;L'Alacantí
CONSULTORIO AUXILIAR DE ALACANT / ALICANTE VISTAHERMOSA;AV. DENIA (COMPLEJO VISTAHERMOSA), 140 3016 ALICANTE/ALACANT;3016;ALICANTE/ALACANT;-0.458407609;38.36853423;L'Alacantí
CONSULTORIO AUXILIAR DE ALACANT / ALICANTE PLAYA DE SANT JOAN D'ALACANT;AV. DE BRUSELAS, 19 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.418199972;38.37055;L'Alacantí
CONSULTORIO AUXILIAR DE ALACANT / ALICANTE GARBINET;MEDICO VICENTE REYES, 16 3015 ALICANTE/ALACANT;3015;ALICANTE/ALACANT;-0.472710002;38.36372998;L'Alacantí
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE ALACANT / ALICANTE CABO HUERTAS;ARPON, S/N 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.5018;38.32666;L'Alacantí
UNIDAD BÁSICA DE REHABILITACIÓN DEL C.S. DE ALACANT / ALICANTE HOSPITAL PROVINCIAL;DR. SAPENA, S/N 3013 ALICANTE/ALACANT;3013;ALICANTE/ALACANT;-0.477344759;38.35368682;L'Alacantí
UNIDAD DE ODONTOLOGIA CABO HUERTAS;ARPON, S/N 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.5018;38.32666;L'Alacantí
UNIDAD DE ODONTOLOGIA JUAN XXIII;CRONISTA VICENTE MORELLA, S/N 3015 ALICANTE/ALACANT;3015;ALICANTE/ALACANT;-0.478456449;38.37337311;L'Alacantí
UNIDAD DE ODONTOLOGIA ALICANTE SANTA FAZ-AYUNTAMIENTO;PZA. SANTISIMA FAZ, 7 3002 ALICANTE/ALACANT;3002;ALICANTE/ALACANT;-0.481270021;38.34563001;L'Alacantí
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALACANT / ALICANTE II;C/GERONA, 24 3004 ALICANTE/ALACANT;3004;ALICANTE/ALACANT;-0.486869971;38.34411;L'Alacantí
CENTRO DE SALUD SEXUAL Y REPRODUCTIVA DE ALACANT / ALICANTE III;HERMANOS LOPEZ DE OSABA, S/N 3013 ALICANTE/ALACANT;3013;ALICANTE/ALACANT;-0.47598;38.35301;L'Alacantí
CENTRO DE SALUD MENTAL INFANTIL DE ALACANT/ALICANTE CABO HUERTAS;ARPON, S/N 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.5018;38.32666;L'Alacantí
CENTRO DE SALUD MENTAL DE ALACANT / ALICANTE CABO HUERTAS;ARPON, S/N 3540 ALICANTE/ALACANT;3540;ALICANTE/ALACANT;-0.5018;38.32666;L'Alacantí
CENTRO DE SALUD MENTAL DE ALICANTE SANTA FAZ;GIRONA, 24, 4 3009 ALICANTE/ALACANT;3009;ALICANTE/ALACANT;-0.486869971;38.34411;L'Alacantí
UNIDAD DE CONDUCTAS ADICTIVAS DE ALACANT / ALICANTE SANTA FAZ;PZA. SANTÍSIMA FAZ, 7 3002 ALICANTE/ALACANT;3002;ALICANTE/ALACANT;-0.481270021;38.34563001;L'Alacantí
CENTRO DE PREVENCION DE CANCER DE MAMA DE ALACANT / ALICANTE I;PASEO CAMPOAMOR, 2 3010 ALICANTE/ALACANT;3010;ALICANTE/ALACANT;-0.485700025;38.35285999;L'Alacantí
HOSPITAL GENERAL UNIVERSITARIO DR. BALMIS;PINTOR BAEZA, 12 3010 ALICANTE/ALACANT;3010;ALICANTE/ALACANT;-0.487353265;38.36286348;L'Alacantí
CENTRO DE ESPECIALIDADES DE ALICANTE BABEL;FERNANDO MADROÑAL, S/N 3007 ALICANTE/ALACANT;3007;ALICANTE/ALACANT;-0.51191477;38.34041859;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE CIUDAD JARDIN;DEL CLOT, 2 3011 ALICANTE/ALACANT;3011;ALICANTE/ALACANT;-0.495823916;38.37630258;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE PARQUE LO MORANT;MAESTRO ALONSO, 109 3010 ALICANTE/ALACANT;3010;ALICANTE/ALACANT;-0.485610003;38.36713002;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE LOS ANGELES;C/LINARES, 9 3009 ALICANTE/ALACANT;3009;ALICANTE/ALACANT;-0.496933631;38.36276276;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE SAN BLAS;MAESTRO LATORRE, 9 3005 ALICANTE/ALACANT;3005;ALICANTE/ALACANT;-0.500447103;38.34999186;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE FLORIDA;FERNANDO MADROÑAL, 9-11 3007 ALICANTE/ALACANT;3007;ALICANTE/ALACANT;-0.509425201;38.34109761;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE BENALUA;SAN AGATANGELO, 40, null 3007 ALICANTE/ALACANT;3007;ALICANTE/ALACANT;-0.49983996;38.34079001;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE BABEL;FERNANDO MADROÑAL, 13-15 3007 ALICANTE/ALACANT;3007;ALICANTE/ALACANT;-0.509563134;38.34105644;L'Alacantí
CENTRO DE SALUD DE ALACANT /ALICANTE CAMPOAMOR;PLAZA DE AMERICA, 4 3010 ALICANTE/ALACANT;3010;ALICANTE/ALACANT;-0.485866242;38.3590555;L'Alacantí
CONSULTORIO AUXILIAR DE ALACANT / ALICANTE LA CAÑADA;CARRETERA LA ALCORAYA (FRENTE FARMACIA), 118 3699 ALICANTE/ALACANT;3699;ALICANTE/ALACANT;-0.570210385;38.40247036;L'Alacantí
